"FullPath","Name","Size","Item type","Date modified","Date created","Date accessed","Attributes","Perceived type","Owner","Kind","Rating","Length","Bit rate","Protected","Total size","Computer","File extension","Filename","Space free","Shared","Folder name","File location","Folder","Path","Type","Link status","Media created","Space used","Sharing status","Video compression","Data rate","Frame height","Frame rate","Frame width","Spherical","Stereo","Video orientation","Total bitrate"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Closeup Cardinal In Winter_P3160548_photos_db_sized_photo_2.png","Closeup Cardinal In Winter_P3160548_photos_db_sized_photo_2","9.10 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Closeup Cardinal In Winter_P3160548_photos_db_sized_photo_2","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Closeup Cardinal In Winter_P3160548_photos_db_sized_photo_2.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Closeup of Herron at Arcadia Marsh 2_P8300146_photos_db_sized_photo_25.png","Closeup of Herron at Arcadia Marsh 2_P8300146_photos_db_sized_photo_25","9.97 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Closeup of Herron at Arcadia Marsh 2_P8300146_photos_db_sized_photo_25","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Closeup of Herron at Arcadia Marsh 2_P8300146_photos_db_sized_photo_25.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Closeup of Herron at Arcadia Marsh_P8300141_photos_db_sized_photo_24.png","Closeup of Herron at Arcadia Marsh_P8300141_photos_db_sized_photo_24","9.91 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Closeup of Herron at Arcadia Marsh_P8300141_photos_db_sized_photo_24","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Closeup of Herron at Arcadia Marsh_P8300141_photos_db_sized_photo_24.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Coleus Flowers_P6221910_photos_db_sized_photo_5.png","Coleus Flowers_P6221910_photos_db_sized_photo_5","9.23 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Coleus Flowers_P6221910_photos_db_sized_photo_5","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Coleus Flowers_P6221910_photos_db_sized_photo_5.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Drone Flyover of Buggy Ride June 15th, 2025-DJI_20250615113152_0079_D-photos_db_sized_video-8.mp4","Drone Flyover of Buggy Ride June 15th, 2025-DJI_20250615113152_0079_D-photos_db_sized_video-8","904 MB","MP4 File","11/28/2025 5:56 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:02:51","‎252kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Drone Flyover of Buggy Ride June 15th, 2025-DJI_20250615113152_0079_D-photos_db_sized_video-8","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Drone Flyover of Buggy Ride June 15th, 2025-DJI_20250615113152_0079_D-photos_db_sized_video-8.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎5:51 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎43873kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44125kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Duck Couple in Winter_P3240589_photos_db_sized_photo_3.png","Duck Couple in Winter_P3240589_photos_db_sized_photo_3","8.54 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Duck Couple in Winter_P3240589_photos_db_sized_photo_3","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Duck Couple in Winter_P3240589_photos_db_sized_photo_3.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Family of Herrons at Arcadia Marsh_P7202282_photos_db_sized_photo_17.png","Family of Herrons at Arcadia Marsh_P7202282_photos_db_sized_photo_17","9.57 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Family of Herrons at Arcadia Marsh_P7202282_photos_db_sized_photo_17","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Family of Herrons at Arcadia Marsh_P7202282_photos_db_sized_photo_17.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Family of Swans on the Lake_P8102727_photos_db_sized_photo_22.png","Family of Swans on the Lake_P8102727_photos_db_sized_photo_22","9.48 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Family of Swans on the Lake_P8102727_photos_db_sized_photo_22","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Family of Swans on the Lake_P8102727_photos_db_sized_photo_22.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Foggy Morning on the Lake_DJI_20250927081415_0091_D-HDR_photos_db_sized_photo_35.png","Foggy Morning on the Lake_DJI_20250927081415_0091_D-HDR_photos_db_sized_photo_35","9.41 MB","PNG File","11/28/2025 5:26 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Foggy Morning on the Lake_DJI_20250927081415_0091_D-HDR_photos_db_sized_photo_35","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Foggy Morning on the Lake_DJI_20250927081415_0091_D-HDR_photos_db_sized_photo_35.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Frankfort Light in Winter-DJI_0317-photos_db_sized_video-4.mp4","Frankfort Light in Winter-DJI_0317-photos_db_sized_video-4","29.5 MB","MP4 File","11/28/2025 5:29 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:00:11","‎262kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Frankfort Light in Winter-DJI_0317-photos_db_sized_video-4","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Frankfort Light in Winter-DJI_0317-photos_db_sized_video-4.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎5:29 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎22226kbps","1080","‎29.97 frames/second","1920","No","No","0","‎22489kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Frankfort Lighthouse at Sunset-DJI_20250907202054_0562_D-photos_db_sized_video-14.mp4","Frankfort Lighthouse at Sunset-DJI_20250907202054_0562_D-photos_db_sized_video-14","159 MB","MP4 File","11/28/2025 6:33 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:00:30","‎255kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Frankfort Lighthouse at Sunset-DJI_20250907202054_0562_D-photos_db_sized_video-14","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Frankfort Lighthouse at Sunset-DJI_20250907202054_0562_D-photos_db_sized_video-14.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎6:32 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎44427kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44683kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Grand Traverse Lighthouse Foghorn Shelter_P9020255_photos_db_sized_photo_31.png","Grand Traverse Lighthouse Foghorn Shelter_P9020255_photos_db_sized_photo_31","9.92 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:09 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Grand Traverse Lighthouse Foghorn Shelter_P9020255_photos_db_sized_photo_31","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Grand Traverse Lighthouse Foghorn Shelter_P9020255_photos_db_sized_photo_31.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Grand Traverse Lighthouse_P9020265_photos_db_sized_photo_30.png","Grand Traverse Lighthouse_P9020265_photos_db_sized_photo_30","9.96 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Grand Traverse Lighthouse_P9020265_photos_db_sized_photo_30","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Grand Traverse Lighthouse_P9020265_photos_db_sized_photo_30.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Hummingbird at the Feeder_P8082625_photos_db_sized_photo_21.png","Hummingbird at the Feeder_P8082625_photos_db_sized_photo_21","9.09 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Hummingbird at the Feeder_P8082625_photos_db_sized_photo_21","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Hummingbird at the Feeder_P8082625_photos_db_sized_photo_21.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Hummingbird Moth on Butterfly Bush Flowers_P7292475_photos_db_sized_photo_20.png","Hummingbird Moth on Butterfly Bush Flowers_P7292475_photos_db_sized_photo_20","9.15 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Hummingbird Moth on Butterfly Bush Flowers_P7292475_photos_db_sized_photo_20","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Hummingbird Moth on Butterfly Bush Flowers_P7292475_photos_db_sized_photo_20.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Lilly Flowers_P6221902_photos_db_sized_photo_7.png","Lilly Flowers_P6221902_photos_db_sized_photo_7","9.22 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:09 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Lilly Flowers_P6221902_photos_db_sized_photo_7","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Lilly Flowers_P6221902_photos_db_sized_photo_7.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Livesaving Station in Frankfort_DJI_20250830202221_0049_D-HDR_photos_db_sized_photo_27.png","Livesaving Station in Frankfort_DJI_20250830202221_0049_D-HDR_photos_db_sized_photo_27","10.1 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:09 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Livesaving Station in Frankfort_DJI_20250830202221_0049_D-HDR_photos_db_sized_photo_27","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Livesaving Station in Frankfort_DJI_20250830202221_0049_D-HDR_photos_db_sized_photo_27.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Monarch Butterfly on Butterfly Milkweed_P8300133_photos_db_sized_photo_26.png","Monarch Butterfly on Butterfly Milkweed_P8300133_photos_db_sized_photo_26","9.33 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:09 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Monarch Butterfly on Butterfly Milkweed_P8300133_photos_db_sized_photo_26","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Monarch Butterfly on Butterfly Milkweed_P8300133_photos_db_sized_photo_26.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\More Drone Buggy Flyover June 15th, 2025-DJI_20250615113533_0080_D-photos_db_sized_video-9.mp4","More Drone Buggy Flyover June 15th, 2025-DJI_20250615113533_0080_D-photos_db_sized_video-9","1.02 GB","MP4 File","11/28/2025 6:15 PM","11/28/2025 7:04 PM","11/28/2025 8:09 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:03:19","‎252kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","More Drone Buggy Flyover June 15th, 2025-DJI_20250615113533_0080_D-photos_db_sized_video-9","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\More Drone Buggy Flyover June 15th, 2025-DJI_20250615113533_0080_D-photos_db_sized_video-9.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎6:09 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎43909kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44162kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Moth on Butterfly Milkweed_P7202231_photos_db_sized_photo_16.png","Moth on Butterfly Milkweed_P7202231_photos_db_sized_photo_16","9.39 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:33 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Moth on Butterfly Milkweed_P7202231_photos_db_sized_photo_16","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Moth on Butterfly Milkweed_P7202231_photos_db_sized_photo_16.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Pancake Ice at the Mouth of the Betsie-DJI_20250221140336_0110_D-photos_db_sized_video-2.mp4","Pancake Ice at the Mouth of the Betsie-DJI_20250221140336_0110_D-photos_db_sized_video-2","122 MB","MP4 File","11/28/2025 5:29 PM","11/28/2025 7:04 PM","11/28/2025 8:09 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:00:23","‎257kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Pancake Ice at the Mouth of the Betsie-DJI_20250221140336_0110_D-photos_db_sized_video-2","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Pancake Ice at the Mouth of the Betsie-DJI_20250221140336_0110_D-photos_db_sized_video-2.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎5:28 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎44228kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44486kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Picture of Rocks on Lake Bed on a Calm Day_P9010226_photos_db_sized_photo_29.png","Picture of Rocks on Lake Bed on a Calm Day_P9010226_photos_db_sized_photo_29","9.63 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Picture of Rocks on Lake Bed on a Calm Day_P9010226_photos_db_sized_photo_29","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Picture of Rocks on Lake Bed on a Calm Day_P9010226_photos_db_sized_photo_29.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie Lighthouse in Winter-DJI_0356-photos_db_sized_video-5.mp4","Point Betsie Lighthouse in Winter-DJI_0356-photos_db_sized_video-5","199 MB","MP4 File","11/28/2025 5:34 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:00:37","‎253kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Point Betsie Lighthouse in Winter-DJI_0356-photos_db_sized_video-5","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie Lighthouse in Winter-DJI_0356-photos_db_sized_video-5.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎5:33 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎43813kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44066kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie on a Wavy Day-DJI_20250905092401_0387_D-photos_db_sized_video-11.mp4","Point Betsie on a Wavy Day-DJI_20250905092401_0387_D-photos_db_sized_video-11","115 MB","MP4 File","11/28/2025 6:19 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:00:22","‎253kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Point Betsie on a Wavy Day-DJI_20250905092401_0387_D-photos_db_sized_video-11","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie on a Wavy Day-DJI_20250905092401_0387_D-photos_db_sized_video-11.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎6:19 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎43877kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44131kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie Sunny Day_DJI_20250905150029_0444_D-HDR_photos_db_sized_photo_32.png","Point Betsie Sunny Day_DJI_20250905150029_0444_D-HDR_photos_db_sized_photo_32","10.0 MB","PNG File","11/28/2025 5:26 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Point Betsie Sunny Day_DJI_20250905150029_0444_D-HDR_photos_db_sized_photo_32","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie Sunny Day_DJI_20250905150029_0444_D-HDR_photos_db_sized_photo_32.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie Wavy Day-DJI_20250905145209_0417_D-photos_db_sized_video-13.mp4","Point Betsie Wavy Day-DJI_20250905145209_0417_D-photos_db_sized_video-13","169 MB","MP4 File","11/28/2025 6:28 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Video","BRENDANROGG16\Brend","Video","Unrated","00:00:31","‎251kbps","No","1.83 TB","BRENDANROGG16 (this PC)",".mp4","Point Betsie Wavy Day-DJI_20250905145209_0417_D-photos_db_sized_video-13","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Point Betsie Wavy Day-DJI_20250905145209_0417_D-photos_db_sized_video-13.mp4","MP4 File","Unresolved","‎11/‎28/‎2025 ‏‎6:27 PM","‎18%","Private","{34363248-0000-0010-8000-00AA00389B71}","‎44083kbps","1080","‎30.00 frames/second","1920","No","No","0","‎44335kbps"
"C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Pontoon Boat Ride July 27th, 2025_DJI_20250727114503_0239_D-2_photos_db_sized_photo_19.png","Pontoon Boat Ride July 27th, 2025_DJI_20250727114503_0239_D-2_photos_db_sized_photo_19","9.75 MB","PNG File","11/28/2025 5:25 PM","11/28/2025 7:04 PM","11/28/2025 8:08 PM","A","Image","BRENDANROGG16\Brend","Picture","Unrated",,,,"1.83 TB","BRENDANROGG16 (this PC)",".png","Pontoon Boat Ride July 27th, 2025_DJI_20250727114503_0239_D-2_photos_db_sized_photo_19","1.48 TB","No","Media Display","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display","Media Display (C:\Users\Brend\Documents\Database Project Repository\Database-Project)","C:\Users\Brend\Documents\Database Project Repository\Database-Project\Media Display\Pontoon Boat Ride July 27th, 2025_DJI_20250727114503_0239_D-2_photos_db_sized_photo_19.png","PNG File","Unresolved",,"‎18%","Private",,,,,,,,,
